player,pos,squad,minutes,goals,assists,ga,goals_per90,assists_per90,ga_per90,wc_year
Branco,DF,brBrazil,360,0,,,0.00,,,1990
Andreas Brehme,"DF,MF",deWest Germany,570,3,,,0.47,,,1990
Hans van Breukelen,GK,nlNetherlands,360,0,,,0.00,,,1990
Dragoljub Brnović,MF,yuYugoslavia,456,0,,,0.00,,,1990
Tomas Brolin,"FW,MF",seSweden,213,1,,,0.42,,,1990
Guido Buchwald,"DF,MF",deWest Germany,660,0,,,0.00,,,1990
Steve Bull,FW,engEngland,170,0,,,0.00,,,1990
Jorge Burruchaga,"FW,MF",arArgentina,621,1,,,0.14,,,1990
Terry Butcher,"DF,MF",engEngland,442,0,,,0.00,,,1990
Emilio Butragueño,FW,esSpain,324,0,,,0.00,,,1990
Byun Byung-joo,FW,krKorea Republic,132,0,,,0.00,,,1990
Gabriel Calderón,"FW,MF",arArgentina,221,0,,,0.00,,,1990
Paul Caligiuri,"DF,MF",usUnited States,249,1,,,0.36,,,1990
Claudio Caniggia,"FW,MF",arArgentina,555,2,,,0.32,,,1990
Careca,FW,brBrazil,352,2,,,0.51,,,1990
José Carlos Chaves,"DF,MF",crCosta Rica,360,0,,,0.00,,,1990
Luis Carlos Perea,DF,coColombia,390,0,,,0.00,,,1990
Andrea Carnevale,FW,itItaly,124,0,,,0.00,,,1990
Tony Cascarino,FW,ieRep. of Ireland,339,0,,,0.00,,,1990
Juan Cayasso,"FW,MF",crCosta Rica,347,1,,,0.26,,,1990
Jan Ceulemans,"FW,MF",beBelgium,345,1,,,0.26,,,1990
Germán Chavarría,"DF,MF",crCosta Rica,316,0,,,0.00,,,1990
Chendo,DF,esSpain,390,0,,,0.00,,,1990
Jozef Chovanec,"DF,MF",csCzechoslovakia,390,0,,,0.00,,,1990
Nico Claesen,FW,beBelgium,57,0,,,0.00,,,1990
Lei Clijsters,DF,beBelgium,255,1,,,0.35,,,1990
Gabriel Correa,MF,uyUruguay,26,0,,,0.00,,,1990
Sergio Daniel Martínez,FW,uyUruguay,90,0,,,0.00,,,1990
Rubén Darío Hernández,FW,coColombia,23,0,,,0.00,,,1990
Rinat Dasayev,GK,suSoviet Union,90,0,,,0.00,,,1990
Luigi De Agostini,DF,itItaly,451,0,,,0.00,,,1990
Fernando De Napoli,MF,itItaly,544,0,,,0.00,,,1990
Michel De Wolf,DF,beBelgium,390,1,,,0.23,,,1990
Marc Degryse,FW,beBelgium,333,1,,,0.27,,,1990
Stéphane Demol,DF,beBelgium,390,0,,,0.00,,,1990
Anatoliy Demyanenko,"DF,MF",suSoviet Union,90,0,,,0.00,,,1990
Yoon Deok-yeo,DF,krKorea Republic,159,0,,,0.00,,,1990
Gustavo Dezotti,FW,arArgentina,151,0,,,0.00,,,1990
Bonaventure Djonkep,FW,cmCameroon,52,0,,,0.00,,,1990
Igor Dobrovolski,"FW,MF",suSoviet Union,250,1,,,0.36,,,1990
Alfonso Domínguez,DF,uyUruguay,360,0,,,0.00,,,1990
Roberto Donadoni,MF,itItaly,440,0,,,0.00,,,1990
Tony Dorigo,DF,engEngland,90,0,,,0.00,,,1990
John Doyle,DF,usUnited States,180,0,,,0.00,,,1990
Ilie Dumitrescu,"FW,MF",roRomania,39,0,,,0.00,,,1990
Dunga,MF,brBrazil,360,0,,,0.00,,,1990
Gordon Durie,FW,sctScotland,74,0,,,0.00,,,1990
Bertin Ebwellé,DF,cmCameroon,510,0,,,0.00,,,1990
Eugène Ekéké,FW,cmCameroon,59,1,,,1.53,,,1990
Johnny Ekström,"FW,MF",seSweden,119,1,,,0.76,,,1990
Marc Emmers,"DF,MF",beBelgium,165,0,,,0.00,,,1990
Leif Engqvist,MF,seSweden,10,0,,,0.00,,,1990
Andrés Escobar,DF,coColombia,390,0,,,0.00,,,1990
Carlos Estrada,"FW,MF",coColombia,239,0,,,0.00,,,1990
Néstor Fabbri,DF,arArgentina,90,0,,,0.00,,,1990
Luis Fajardo,MF,coColombia,152,0,,,0.00,,,1990
Roberto Fernández Bonillo,MF,esSpain,380,0,,,0.00,,,1990
Luis Fernando Herrera,DF,coColombia,390,0,,,0.00,,,1990
Ciro Ferrara,DF,itItaly,90,0,,,0.00,,,1990
Riccardo Ferri,DF,itItaly,571,0,,,0.00,,,1990
Valdo Filho,MF,brBrazil,346,0,,,0.00,,,1990
Robert Fleck,FW,sctScotland,95,0,,,0.00,,,1990
Róger Flores,DF,crCosta Rica,360,1,,,0.25,,,1990
Daniel Fonseca,FW,uyUruguay,119,1,,,0.76,,,1990
Enzo Francescoli,"FW,MF",uyUruguay,360,0,,,0.00,,,1990
Henk Fräser,DF,nlNetherlands,33,0,,,0.00,,,1990
Luis Gabelo Conejo,GK,crCosta Rica,270,0,,,0.00,,,1990
Mauro Galvão,DF,brBrazil,352,0,,,0.00,,,1990
Paul Gascoigne,MF,engEngland,630,0,,,0.00,,,1990
Renato Gaúcho,"FW,MF",brBrazil,8,0,,,0.00,,,1990
Eric Gerets,DF,beBelgium,251,0,,,0.00,,,1990
Khalil Ghanim,DF,aeUAE,255,0,,,0.00,,,1990
Hussain Ghuloum,FW,aeUAE,270,0,,,0.00,,,1990
Giuseppe Giannini,MF,itItaly,582,1,,,0.15,,,1990
Gary Gillespie,"DF,MF",sctScotland,52,0,,,0.00,,,1990
Hans Gillhaus,FW,nlNetherlands,193,0,,,0.00,,,1990
Ricardo Giusti,MF,arArgentina,350,0,,,0.00,,,1990
Gerald Glatzmayer,MF,atAustria,7,0,,,0.00,,,1990
Ricardo Gomes,DF,brBrazil,354,0,,,0.00,,,1990
Fernando Gómez Colomer,MF,esSpain,15,0,,,0.00,,,1990
Gildardo Gómez,DF,coColombia,390,0,,,0.00,,,1990
Róger Gómez,"FW,MF",crCosta Rica,239,0,,,0.00,,,1990
Rónald González Brenes,DF,crCosta Rica,360,1,,,0.25,,,1990
Sergei Gorlukovich,DF,suSoviet Union,270,0,,,0.00,,,1990
Alberto Górriz,DF,esSpain,312,1,,,0.29,,,1990
Richard Gough,DF,sctScotland,45,0,,,0.00,,,1990
Sergio Goycochea,GK,arArgentina,590,0,,,0.00,,,1990
Mats Gren,DF,seSweden,57,0,,,0.00,,,1990
Stanislav Griga,FW,csCzechoslovakia,44,0,,,0.00,,,1990
Georges Grün,DF,beBelgium,210,0,,,0.00,,,1990
Alexandre Guimarães,MF,crCosta Rica,57,0,,,0.00,,,1990
Ruud Gullit,"FW,MF",nlNetherlands,360,1,,,0.25,,,1990
Nelson Gutiérrez,DF,uyUruguay,360,0,,,0.00,,,1990
Abdulrahman Al-Haddad,DF,aeUAE,95,0,,,0.00,,,1990
Faruk Hadžibegić,DF,yuYugoslavia,510,0,,,0.00,,,1990
Chung Hae-won,"FW,MF",krKorea Republic,63,0,,,0.00,,,1990
Gheorghe Hagi,MF,roRomania,265,0,,,0.00,,,1990
John Harkes,MF,usUnited States,270,0,,,0.00,,,1990
Ivan Hašek,MF,csCzechoslovakia,450,1,,,0.20,,,1990
Thomas Häßler,MF,deWest Germany,406,0,,,0.00,,,1990
Hossam Hassan,FW,egEgypt,270,0,,,0.00,,,1990
Ibrahim Hassan,DF,egEgypt,270,0,,,0.00,,,1990
Andi Herzog,MF,atAustria,270,0,,,0.00,,,1990
Lee Heung-sil,MF,krKorea Republic,90,0,,,0.00,,,1990
René Higuita,GK,coColombia,390,0,,,0.00,,,1990
Alfred Hörtnagl,MF,atAustria,104,0,,,0.00,,,1990
Ray Houghton,MF,ieRep. of Ireland,480,0,,,0.00,,,1990
Yousuf Hussain,DF,aeUAE,180,0,,,0.00,,,1990
Glenn Hysén,DF,seSweden,180,0,,,0.00,,,1990
Arnoldo Iguarán,FW,coColombia,222,0,,,0.00,,,1990
Bodo Illgner,GK,deWest Germany,660,0,,,0.00,,,1990
Choi In-young,GK,krKorea Republic,270,0,,,0.00,,,1990
Klas Ingesson,MF,seSweden,270,0,,,0.00,,,1990
Khalid Ismaïl,"FW,MF",aeUAE,171,1,,,0.53,,,1990
Tomislav Ivković,GK,yuYugoslavia,510,0,,,0.00,,,1990
Claudio Jara,FW,crCosta Rica,335,0,,,0.00,,,1990
Gabriel Jaime Gómez Jaramillo,MF,coColombia,348,0,,,0.00,,,1990
Robert Jarni,"DF,FW",yuYugoslavia,45,0,,,0.00,,,1990
Manuel Jiménez Jiménez,DF,esSpain,162,0,,,0.00,,,1990
Mo Johnston,FW,sctScotland,270,1,,,0.33,,,1990
Chung Jong-soo,DF,krKorea Republic,113,0,,,0.00,,,1990
Kim Joo-sung,MF,krKorea Republic,270,0,,,0.00,,,1990
Jorginho,"DF,MF",brBrazil,360,0,,,0.00,,,1990
Davor Jozić,"DF,MF",yuYugoslavia,510,2,,,0.35,,,1990
Miroslav Kadlec,DF,csCzechoslovakia,450,0,,,0.00,,,1990
André Kana-Biyik,"DF,MF",cmCameroon,270,0,,,0.00,,,1990
Choi Kang-hee,DF,krKorea Republic,270,0,,,0.00,,,1990
Ahmed El-Kass,FW,egEgypt,241,0,,,0.00,,,1990
Srečko Katanec,"DF,MF",yuYugoslavia,213,0,,,0.00,,,1990
Fahad Khamees,"FW,MF",aeUAE,101,0,,,0.00,,,1990
Nasir Khamees,MF,aeUAE,214,0,,,0.00,,,1990
Vagiz Khidiyatullin,"DF,MF",suSoviet Union,270,0,,,0.00,,,1990
Wim Kieft,FW,nlNetherlands,164,1,,,0.55,,,1990
Vladimír Kinier,DF,csCzechoslovakia,90,0,,,0.00,,,1990
Michael Klein,DF,roRomania,390,0,,,0.00,,,1990
Jürgen Klinsmann,FW,deWest Germany,627,3,,,0.43,,,1990
Ivo Knoflíček,FW,csCzechoslovakia,426,0,,,0.00,,,1990
Ján Kocian,DF,csCzechoslovakia,360,0,,,0.00,,,1990
Erwin Koeman,MF,nlNetherlands,69,0,,,0.00,,,1990
Ronald Koeman,"DF,MF",nlNetherlands,360,1,,,0.25,,,1990
Jürgen Kohler,DF,deWest Germany,390,0,,,0.00,,,1990
Luboš Kubík,"DF,MF",csCzechoslovakia,349,1,,,0.26,,,1990
Emmanuel Kundé,"DF,MF",cmCameroon,311,1,,,0.29,,,1990
Oleh Kuznetsov,DF,suSoviet Union,270,0,,,0.00,,,1990
Hwangbo Kwan,MF,krKorea Republic,168,1,,,0.54,,,1990
Park Kyung-hoon,DF,krKorea Republic,247,0,,,0.00,,,1990
Marius Lăcătuș,"FW,MF",roRomania,266,2,,,0.68,,,1990
Peter Larsson,"DF,MF",seSweden,254,0,,,0.00,,,1990
Jim Leighton,GK,sctScotland,270,0,,,0.00,,,1990
Hugo de León,DF,uyUruguay,360,0,,,0.00,,,1990
Craig Levein,DF,sctScotland,90,0,,,0.00,,,1990
Thomas Libiih,MF,cmCameroon,145,0,,,0.00,,,1990
Anders Limpar,MF,seSweden,180,0,,,0.00,,,1990
Klaus Lindenberger,GK,atAustria,270,0,,,0.00,,,1990
Gary Lineker,FW,engEngland,712,4,,,0.51,,,1990
Manfred Linzmaier,MF,atAustria,76,0,,,0.00,,,1990
Pierre Littbarski,"FW,MF",deWest Germany,376,1,,,0.24,,,1990
Roger Ljung,"DF,MF",seSweden,69,0,,,0.00,,,1990
John van Loen,FW,nlNetherlands,13,0,,,0.00,,,1990
Néstor Lorenzo,DF,arArgentina,193,0,,,0.00,,,1990
Milan Luhový,FW,csCzechoslovakia,15,1,,,6.00,,,1990
Silviu Lung,GK,roRomania,390,0,,,0.00,,,1990
Ioan Lupescu,MF,roRomania,300,0,,,0.00,,,1990
Dănuț Lupu,MF,roRomania,65,0,,,0.00,,,1990
Hennadiy Lytovchenko,MF,suSoviet Union,152,0,,,0.00,,,1990
Volodymyr Lyutyi,"FW,MF",suSoviet Union,11,0,,,0.00,,,1990
Louis-Paul M'Fédé,"FW,MF",cmCameroon,359,0,,,0.00,,,1990
Emmanuel Maboang,"FW,MF",cmCameroon,223,0,,,0.00,,,1990
Murdo MacLeod,MF,sctScotland,128,0,,,0.00,,,1990
Mats Magnusson,FW,seSweden,45,0,,,0.00,,,1990
Cyrille Makanaky,"FW,MF",cmCameroon,413,0,,,0.00,,,1990
Paolo Maldini,DF,itItaly,660,0,,,0.00,,,1990
Maurice Malpas,DF,sctScotland,270,0,,,0.00,,,1990
Manolo,FW,esSpain,78,0,,,0.00,,,1990
Diego Maradona,"FW,MF",arArgentina,690,0,,,0.00,,,1990
Héctor Marchena,DF,crCosta Rica,360,0,,,0.00,,,1990
José Mari Bakero,MF,esSpain,10,0,,,0.00,,,1990
Rafael Martín Vázquez,MF,esSpain,390,0,,,0.00,,,1990
Benjamin Massing,DF,cmCameroon,207,0,,,0.00,,,1990
Dorin Mateuț,"FW,MF",roRomania,9,0,,,0.00,,,1990
Lothar Matthäus,"DF,MF",deWest Germany,660,4,,,0.55,,,1990
Émile Mbouh,"FW,MF",cmCameroon,390,0,,,0.00,,,1990
Stuart McCall,MF,sctScotland,270,1,,,0.33,,,1990
Mick McCarthy,DF,ieRep. of Ireland,480,0,,,0.00,,,1990
Ally McCoist,FW,sctScotland,103,0,,,0.00,,,1990
Paul McGrath,DF,ieRep. of Ireland,480,0,,,0.00,,,1990
Alan McInally,FW,sctScotland,90,0,,,0.00,,,1990
Stewart McKimmie,DF,sctScotland,135,0,,,0.00,,,1990
Alex McLeish,DF,sctScotland,270,0,,,0.00,,,1990
Alan McLoughlin,MF,ieRep. of Ireland,54,0,,,0.00,,,1990
Steve McMahon,"DF,FW",engEngland,253,0,,,0.00,,,1990
Dave McPherson,DF,sctScotland,270,0,,,0.00,,,1990
Paul McStay,MF,sctScotland,196,0,,,0.00,,,1990
Hernán Medford,"FW,MF",crCosta Rica,81,1,,,1.11,,,1990
Eissa Meer,DF,aeUAE,253,0,,,0.00,,,1990
Ibrahim Meer,DF,aeUAE,265,0,,,0.00,,,1990
Tony Meola,GK,usUnited States,270,0,,,0.00,,,1990
Míchel,MF,esSpain,390,4,,,0.92,,,1990
Roger Milla,FW,cmCameroon,241,4,,,1.49,,,1990
Cho Min-kook,DF,krKorea Republic,45,0,,,0.00,,,1990
Abdulrahman Mohamed,DF,aeUAE,270,0,,,0.00,,,1990
Hassan Mohamed,MF,aeUAE,9,0,,,0.00,,,1990
Andreas Möller,MF,deWest Germany,25,0,,,0.00,,,1990
Mauricio Montero,DF,crCosta Rica,360,0,,,0.00,,,1990
Pedro Monzón,DF,arArgentina,276,1,,,0.33,,,1990
Kevin Moran,DF,ieRep. of Ireland,480,0,,,0.00,,,1990
Ľubomír Moravčík,MF,csCzechoslovakia,421,0,,,0.00,,,1990
Chris Morris,DF,ieRep. of Ireland,480,0,,,0.00,,,1990
Carlos Mozer,DF,brBrazil,180,0,,,0.00,,,1990
Müller,FW,brBrazil,296,2,,,0.61,,,1990
Bruce Murray,"FW,MF",usUnited States,247,1,,,0.36,,,1990
Muhsin Musabah,GK,aeUAE,270,0,,,0.00,,,1990
Roy Myers,MF,crCosta Rica,20,0,,,0.00,,,1990
Hong Myung-bo,DF,krKorea Republic,270,0,,,0.00,,,1990
Victor N'Dip,DF,cmCameroon,390,0,,,0.00,,,1990
Thomas N'Kono,GK,cmCameroon,510,0,,,0.00,,,1990
Václav Němeček,MF,csCzechoslovakia,159,0,,,0.00,,,1990
Joakim Nilsson,"DF,FW",seSweden,270,0,,,0.00,,,1990
Roland Nilsson,"DF,FW",seSweden,270,0,,,0.00,,,1990
David O'Leary,DF,ieRep. of Ireland,27,0,,,0.00,,,1990
Marvin Obando,"DF,FW",crCosta Rica,45,0,,,0.00,,,1990
Andreas Ogris,FW,atAustria,225,1,,,0.40,,,1990
Julio Olarticoechea,"DF,MF",arArgentina,440,0,,,0.00,,,1990
François Omam-Biyik,FW,cmCameroon,510,1,,,0.18,,,1990
Jules Onana,DF,cmCameroon,300,0,,,0.00,,,1990
Osama Orabi,MF,egEgypt,90,0,,,0.00,,,1990
José Oscar Herrera,"DF,MF",uyUruguay,270,0,,,0.00,,,1990
Santiago Ostolaza,MF,uyUruguay,178,0,,,0.00,,,1990
Jean-Claude Pagal,"DF,MF",cmCameroon,177,0,,,0.00,,,1990
Darko Pančev,FW,yuYugoslavia,182,2,,,0.99,,,1990
Miguel Pardeza,FW,esSpain,3,0,,,0.00,,,1990
Paul Parker,DF,engEngland,630,0,,,0.00,,,1990
Rafael Paz,MF,esSpain,54,0,,,0.00,,,1990
Rubén Paz,MF,uyUruguay,270,0,,,0.00,,,1990
Stuart Pearce,DF,engEngland,630,0,,,0.00,,,1990
Robert Pecl,DF,atAustria,270,0,,,0.00,,,1990
José Perdomo,MF,uyUruguay,360,0,,,0.00,,,1990
Ruben Pereira,MF,uyUruguay,154,0,,,0.00,,,1990
Silas Pereira,MF,brBrazil,22,0,,,0.00,,,1990
Stefan Pettersson,FW,seSweden,196,0,,,0.00,,,1990
Anton Pfeffer,DF,atAustria,180,0,,,0.00,,,1990
Hans Pflügler,"DF,MF",deWest Germany,90,0,,,0.00,,,1990
José Pintos Saldanha,DF,uyUruguay,90,0,,,0.00,,,1990
David Platt,MF,engEngland,411,3,,,0.66,,,1990
Pascal Plovie,DF,beBelgium,60,0,,,0.00,,,1990
Toni Polster,FW,atAustria,225,0,,,0.00,,,1990
Gheorghe Popescu,"DF,FW",roRomania,390,0,,,0.00,,,1990
Michel Preud'homme,GK,beBelgium,390,0,,,0.00,,,1990
Robert Prosinečki,MF,yuYugoslavia,169,1,,,0.53,,,1990
Oleh Protasov,"FW,MF",suSoviet Union,254,1,,,0.35,,,1990
Nery Pumpido,GK,arArgentina,100,0,,,0.00,,,1990
Niall Quinn,FW,ieRep. of Ireland,269,1,,,0.33,,,1990
Florin Răducioiu,FW,roRomania,215,0,,,0.00,,,1990
Oscar Ramírez,MF,crCosta Rica,360,0,,,0.00,,,1990
Tab Ramos,MF,usUnited States,270,0,,,0.00,,,1990
Ahmed Ramzy,"FW,MF",egEgypt,159,0,,,0.00,,,1990
Hany Ramzy,DF,egEgypt,270,0,,,0.00,,,1990
Vasyl Rats,"DF,MF",suSoviet Union,90,0,,,0.00,,,1990
Thomas Ravelli,GK,seSweden,270,0,,,0.00,,,1990
Bernardo Redín,MF,coColombia,209,2,,,0.86,,,1990
Mircea Rednic,DF,roRomania,390,0,,,0.00,,,1990
Andreas Reisinger,MF,atAustria,45,0,,,0.00,,,1990
Stefan Reuter,"DF,MF",deWest Germany,432,0,,,0.00,,,1990
Karl-Heinz Riedle,FW,deWest Germany,206,0,,,0.00,,,1990
Frank Rijkaard,"DF,MF",nlNetherlands,291,0,,,0.00,,,1990
Freddy Rincón,MF,coColombia,367,1,,,0.25,,,1990
Bryan Robson,MF,engEngland,153,0,,,0.00,,,1990
Ricardo Rocha,DF,brBrazil,180,0,,,0.00,,,1990
Gerhard Rodax,FW,atAustria,173,1,,,0.52,,,1990
Romário,FW,brBrazil,64,0,,,0.00,,,1990
Iosif Rotariu,MF,roRomania,390,0,,,0.00,,,1990
Oscar Ruggeri,DF,arArgentina,420,0,,,0.00,,,1990
Kurt Russ,DF,atAustria,135,0,,,0.00,,,1990
Graeme Rutjes,DF,nlNetherlands,90,0,,,0.00,,,1990
Refik Šabanadžović,"DF,MF",yuYugoslavia,317,0,,,0.00,,,1990
Ioan Sabău,MF,roRomania,358,0,,,0.00,,,1990
Julio Salinas,FW,esSpain,297,1,,,0.30,,,1990
Manolo Sanchís,DF,esSpain,390,0,,,0.00,,,1990
Gu Sang-bum,DF,krKorea Republic,180,0,,,0.00,,,1990
Dejan Savićević,"FW,MF",yuYugoslavia,180,0,,,0.00,,,1990
Salvatore Schillaci,FW,itItaly,536,6,,,1.01,,,1990
Peter Schöttel,DF,atAustria,135,0,,,0.00,,,1990
Stefan Schwarz,"DF,MF",seSweden,270,0,,,0.00,,,1990
Enzo Scifo,MF,beBelgium,390,1,,,0.23,,,1990
Roberto Sensini,DF,arArgentina,158,0,,,0.00,,,1990
Aldo Serena,FW,itItaly,111,1,,,0.81,,,1990
José Serrizuela,DF,arArgentina,510,0,,,0.00,,,1990
Igor Shalimov,MF,suSoviet Union,135,0,,,0.00,,,1990
Kevin Sheedy,MF,ieRep. of Ireland,451,1,,,0.20,,,1990
John Sheridan,MF,ieRep. of Ireland,13,0,,,0.00,,,1990
Peter Shilton,GK,engEngland,720,0,,,0.00,,,1990
Ahmed Shobair,GK,egEgypt,270,0,,,0.00,,,1990
Juan Simón,DF,arArgentina,690,0,,,0.00,,,1990
Tomáš Skuhravý,FW,csCzechoslovakia,450,5,,,1.00,,,1990
Tarek Soliman,"FW,MF",egEgypt,14,0,,,0.00,,,1990
Noh Soo-jin,"FW,MF",krKorea Republic,100,0,,,0.00,,,1990
Choi Soon-ho,FW,krKorea Republic,270,0,,,0.00,,,1990
Rubén Sosa,FW,uyUruguay,277,0,,,0.00,,,1990
Predrag Spasić,DF,yuYugoslavia,510,0,,,0.00,,,1990
Lorenzo Staelens,"DF,MF",beBelgium,77,0,,,0.00,,,1990
Vujadin Stanojković,DF,yuYugoslavia,180,0,,,0.00,,,1990
Steve Staunton,"DF,MF",ieRep. of Ireland,453,0,,,0.00,,,1990
Jan Stejskal,GK,csCzechoslovakia,450,0,,,0.00,,,1990
Trevor Steven,"FW,MF",engEngland,188,0,,,0.00,,,1990
Gary Stevens,DF,engEngland,180,0,,,0.00,,,1990
Dragan Stojković,MF,yuYugoslavia,510,2,,,0.35,,,1990
John Stollmeyer,"DF,MF",usUnited States,74,0,,,0.00,,,1990
František Straka,DF,csCzechoslovakia,270,0,,,0.00,,,1990
Michael Streiter,DF,atAustria,225,0,,,0.00,,,1990
Glenn Strömberg,MF,seSweden,117,1,,,0.77,,,1990
Christopher Sullivan,"FW,MF",usUnited States,23,0,,,0.00,,,1990
Hwang Sun-hong,FW,krKorea Republic,138,0,,,0.00,,,1990
Safet Sušić,MF,yuYugoslavia,414,1,,,0.22,,,1990
Lee Tae-ho,FW,krKorea Republic,29,0,,,0.00,,,1990
Cláudio Taffarel,GK,brBrazil,360,0,,,0.00,,,1990
Adnan Al Talyani,FW,aeUAE,270,0,,,0.00,,,1990
Stephen Tataw,DF,cmCameroon,510,0,,,0.00,,,1990
Ali Thani Jumaa,MF,aeUAE,225,1,,,0.40,,,1990
Jonas Thern,MF,seSweden,180,0,,,0.00,,,1990
Olaf Thon,"DF,MF",deWest Germany,124,0,,,0.00,,,1990
Adri van Tiggelen,DF,nlNetherlands,360,0,,,0.00,,,1990
Daniel Timofte,MF,roRomania,203,0,,,0.00,,,1990
Magdy Tolba,MF,egEgypt,80,0,,,0.00,,,1990
Andy Townsend,MF,ieRep. of Ireland,480,0,,,0.00,,,1990
Steve Trittschuh,DF,usUnited States,90,0,,,0.00,,,1990
Pedro Troglio,"DF,MF",arArgentina,437,1,,,0.21,,,1990
Aleksandr Uvarov,GK,suSoviet Union,180,0,,,0.00,,,1990
Carlos Valderrama,MF,coColombia,390,1,,,0.23,,,1990
Franky Van der Elst,MF,beBelgium,390,0,,,0.00,,,1990
Marc Van Der Linden,FW,beBelgium,58,0,,,0.00,,,1990
Gerald Vanenburg,"DF,MF",nlNetherlands,45,0,,,0.00,,,1990
Peter Vermes,"DF,FW",usUnited States,270,0,,,0.00,,,1990
Bruno Versavel,"FW,MF",beBelgium,268,0,,,0.00,,,1990
Patrick Vervoort,"DF,MF",beBelgium,122,1,,,0.74,,,1990
Gianluca Vialli,FW,itItaly,249,0,,,0.00,,,1990
Pietro Vierchowod,DF,itItaly,128,0,,,0.00,,,1990
Francisco Villarroya,"DF,MF",esSpain,378,0,,,0.00,,,1990
Rudi Völler,FW,deWest Germany,418,3,,,0.65,,,1990
Zlatko Vujović,FW,yuYugoslavia,445,0,,,0.00,,,1990
Zoran Vulić,DF,yuYugoslavia,279,0,,,0.00,,,1990
Chris Waddle,"FW,MF",engEngland,613,0,,,0.00,,,1990
Des Walker,DF,engEngland,720,0,,,0.00,,,1990
Neil Webb,"DF,MF",engEngland,19,0,,,0.00,,,1990
Vladimír Weiss,"DF,MF",csCzechoslovakia,74,0,,,0.00,,,1990
Ronnie Whelan,"DF,MF",ieRep. of Ireland,29,0,,,0.00,,,1990
Mike Windischmann,DF,usUnited States,270,0,,,0.00,,,1990
Aron Winter,MF,nlNetherlands,90,0,,,0.00,,,1990
Richard Witschge,MF,nlNetherlands,245,0,,,0.00,,,1990
Jan Wouters,MF,nlNetherlands,360,0,,,0.00,,,1990
Mark Wright,DF,engEngland,611,1,,,0.15,,,1990
Eric Wynalda,FW,usUnited States,87,0,,,0.00,,,1990
Hesham Yakan,DF,egEgypt,270,0,,,0.00,,,1990
Ivan Yaremchuk,MF,suSoviet Union,44,0,,,0.00,,,1990
Rabie Yassin,DF,egEgypt,270,0,,,0.00,,,1990
Chung Yong-hwan,DF,krKorea Republic,90,0,,,0.00,,,1990
Lee Young-jin,MF,krKorea Republic,45,0,,,0.00,,,1990
Ismail Youssef,MF,egEgypt,270,0,,,0.00,,,1990
Oleksandr Zavarov,MF,suSoviet Union,214,1,,,0.42,,,1990
Walter Zenga,GK,itItaly,660,0,,,0.00,,,1990
Manfred Zsak,"DF,MF",atAustria,210,0,,,0.00,,,1990
Andoni Zubizarreta,GK,esSpain,390,0,,,0.00,,,1990
Andrei Zygmantovich,"DF,MF",suSoviet Union,180,1,,,0.50,,,1990
Nacer Abdellah,DF,maMorocco,146,0,,,0.00,,,1994
Majed Abdullah,FW,saSaudi Arabia,89,0,,,0.00,,,1994
Mutiu Adepoju,MF,ngNigeria,151,0,,,0.00,,,1994
Hans Agbo,DF,cmCameroon,270,0,,,0.00,,,1994
Jan Åge Fjørtoft,FW,noNorway,180,0,,,0.00,,,1994
Zakaria Alaoui,GK,maMorocco,92,0,,,0.00,,,1994
Philippe Albert,DF,beBelgium,270,2,,,0.67,,,1994
Demetrio Albertini,"FW,MF",itItaly,645,0,,,0.00,,,1994
Aldair,DF,brBrazil,586,0,,,0.00,,,1994
John Aldridge,FW,ieRep. of Ireland,88,1,,,1.02,,,1994
Alexis Alexandris,FW,grGreece,90,0,,,0.00,,,1994
Alexandros Alexiou,DF,grGreece,90,0,,,0.00,,,1994
Alexis Alexoudis,FW,grGreece,57,0,,,0.00,,,1994
Rafael Alkorta,DF,esSpain,360,0,,,0.00,,,1994
Leonel Álvarez,MF,coColombia,270,0,,,0.00,,,1994
Ignacio Ambríz,"DF,MF",mxMexico,390,0,,,0.00,,,1994
Daniel Amokachi,FW,ngNigeria,304,2,,,0.59,,,1994
Emmanuel Amunike,"FW,MF",ngNigeria,326,2,,,0.55,,,1994
Awad Al-Anazi,DF,saSaudi Arabia,28,0,,,0.00,,,1994
Kennet Andersson,FW,seSweden,578,5,,,0.78,,,1994
Patrik Andersson,DF,seSweden,660,0,,,0.00,,,1994
Ion Andoni Goikoetxea,"DF,FW",esSpain,393,2,,,0.46,,,1994
Miguel Ángel Nadal,"DF,MF",esSpain,204,0,,,0.00,,,1994
Luis Antonio Valdéz,"FW,MF",mxMexico,45,0,,,0.00,,,1994
Fuad Anwar,MF,saSaudi Arabia,270,2,,,0.67,,,1994
Luigi Apolloni,DF,itItaly,219,0,,,0.00,,,1994
Stratos Apostolakis,"DF,FW",grGreece,180,0,,,0.00,,,1994
Leonardo Araújo,"DF,MF",brBrazil,312,0,,,0.00,,,1994
El Arbi Hababi,MF,maMorocco,251,0,,,0.00,,,1994
Faustino Asprilla,FW,coColombia,225,0,,,0.00,,,1994
Elias Atmatsidis,GK,grGreece,90,0,,,0.00,,,1994
Khalil Azmi,GK,maMorocco,178,0,,,0.00,,,1994
Rachid Azzouzi,MF,maMorocco,240,0,,,0.00,,,1994
Phil Babb,DF,ieRep. of Ireland,360,0,,,0.00,,,1994
Dino Baggio,MF,itItaly,557,2,,,0.32,,,1994
Roberto Baggio,"FW,MF",itItaly,600,5,,,0.75,,,1994
